"abbreviation","code","state","year","homicide.rates","state.gdp.capita","state.gdp.growth.percent","gini","population.projection","population.extreme.poverty","years.schooling","gini.imp","population.extreme.poverty.imp","years.schooling.imp","proportion.extreme.poverty","population.projection.ln"
"PR",41,"Paraná",1992,12.7612369065695,12.6134284044,-0.1324649795,0.548446842,8701353,1495275,4.8443469526,0.548446842,1495275,4.8443469526,0.171843964955795,15.9789890887746
"PR",41,"Paraná",1993,14.4157152255857,13.700437606,10.0070234502,0.5764452397,8818239,1100856,4.9069903163,0.5764452397,1100856,4.9069903163,0.124838530686229,15.9923327481843
"PR",41,"Paraná",1994,14.6224162681694,14.2772572029,5.5128549386,NA,8935444,NA,NA,0.57858759345,1105843,5.06864398325,0.123759155113053,16.0055363975626
"PR",41,"Paraná",1995,15.9305757445573,14.3564046696,1.7839985526,0.5807299472,9052583,1110830,5.2302976502,0.5807299472,1110830,5.2302976502,0.122708623604998,16.0185606893178
"PR",41,"Paraná",1996,15.2491102649597,14.9459386271,5.3582874566,0.577418847,9169924,920437,5.2369139491,0.577418847,920437,5.2369139491,0.10037564106311,16.031439556303
"PR",41,"Paraná",1997,17.3481181010912,14.9979418656,1.5364192318,0.5712632488,9287670,891865,5.3796841241,0.5712632488,891865,5.3796841241,0.0960267752837902,16.0441982720129
"PR",41,"Paraná",1998,17.637295762983,15.3057175794,3.1964670304,0.5672759592,9406163,980186,5.5271350372,0.5672759592,980186,5.5271350372,0.104206784424212,16.0568756707012
"PR",41,"Paraná",1999,18.1107153465958,15.1414199437,0.500730817,0.580036845,9526056,1086852,5.7278609083,0.580036845,1086852,5.7278609083,0.114092547849813,16.0695413389736
"PR",41,"Paraná",2000,18.4661238644049,15.7529294273,5.3795916731,NA,9665334,NA,NA,0.57289358345,1043623.5,5.89220404395,0.107975937510282,16.0840562277098
"PR",41,"Paraná",2001,21.0319606377434,16.1489506305,3.8265438065,0.5657503219,9786066,1000395,6.0565471796,0.5657503219,1000395,6.0565471796,0.102226471801846,16.0964700951371
"PR",41,"Paraná",2002,22.7190033848746,16.2606444297,1.9781436959,0.5397771315,9903412,770975,6.3252783813,0.5397771315,770975,6.3252783813,0.0778494320947165,16.1083899021925
"PR",41,"Paraná",2003,25.4875130364826,16.7737650643,4.4697132298,0.5462596021,10017462,840225,6.5556232682,0.5462596021,840225,6.5556232682,0.0838760356665191,16.1198403281236
"PR",41,"Paraná",2004,28.0866763018084,17.397182942,5.0206964989,0.5479835907,10128262,714090,6.6630474763,0.5479835907,714090,6.6630474763,0.0705046927103584,16.1308402919099
"PR",41,"Paraná",2005,29.0493712628442,17.1806148268,-0.0125924304,0.5389544626,10235875,621674,6.761081263,0.5389544626,621674,6.761081263,0.0607348174923981,16.1414092643858
"PR",41,"Paraná",2006,29.7956910905933,17.3137909909,2.0078252939,0.5189925779,10340390,524701,7.034195544,0.5189925779,524701,7.034195544,0.0507428636637496,16.1515681439348
"PR",41,"Paraná",2007,29.6044504849834,18.6663205562,6.7441104464,0.5275992238,10441872,403278,7.137208529,0.5275992238,403278,7.137208529,0.0386212357324434,16.1613344346894
"PR",41,"Paraná",2008,32.6057119579564,18.9021087964,4.272847208,0.5001940784,10540407,383834,7.4548188639,0.5001940784,383834,7.4548188639,0.0364154818689639,16.1707267151327
"PR",41,"Paraná",2009,34.4274892880765,18.4840581424,-1.3245206564,0.4972691309,10636065,373863,7.4905266858,0.4972691309,373863,7.4905266858,0.0351504997383901,16.1797611426464
"PE",26,"Pernambuco",1990,39.0551664893538,7.1120177709,14.7656660691,0.6024230667,7151534,2490340,3.8475339964,0.6024230667,2490340,3.8475339964,0.348224590696206,15.7828374371132
"PE",26,"Pernambuco",1991,38.6371496053077,7.6022948865,8.1266842503,NA,7245114,NA,NA,0.5953635723,2595856.5,3.94114359625,0.358290635592483,15.7958378686028
"PE",26,"Pernambuco",1992,35.2931701793926,8.1343409574,8.1266842503,0.5883040779,7327198,2701373,4.0347531961,0.5883040779,2701373,4.0347531961,0.368677494452859,15.8071037361153
"PE",26,"Pernambuco",1993,37.6142374823705,7.6374671584,-5.0977201151,0.6208589759,7408818,2670029,4.1108397107,0.6208589759,2670029,4.1108397107,0.360385286829829,15.8181814703785
"PE",26,"Pernambuco",1994,34.8113316718251,7.7735075062,2.8541047688,NA,7490660,NA,NA,0.597675967,2254509.5,4.1514330124,0.300976082214384,15.8291674691013
"PE",26,"Pernambuco",1995,36.2514715827569,7.9136046648,2.8541047688,0.5744929581,7572457,1838990,4.1920263141,0.5744929581,1838990,4.1920263141,0.242852484999255,15.8400281434257
"PE",26,"Pernambuco",1996,40.7213283937995,7.8568263036,0.293140188,0.6053859547,7654395,2046824,4.5174504332,0.6053859547,2046824,4.5174504332,0.267405065978435,15.8507905506391
"PE",26,"Pernambuco",1997,49.4588653710475,8.0221129848,3.129261706,0.5931044387,7736615,2204462,4.5087960957,0.5931044387,2204462,4.5087960957,0.284938826605693,15.8614748114042
"PE",26,"Pernambuco",1998,58.7870645597035,7.913072864,-0.3893400535,0.5983796346,7819357,1917429,4.64461154,0.5983796346,1917429,4.64461154,0.245215687172232,15.8721128840769
"PE",26,"Pernambuco",1999,55.4030725224899,7.857967819,0.6528289973,0.6040830219,7903077,2272555,4.6867309456,0.6040830219,2272555,4.6867309456,0.287553189725976,15.8827627352752
"PE",26,"Pernambuco",2000,53.8243855028274,8.1086793007,4.3287522279,NA,8119689,NA,NA,0.61018436905,2379835,4.8349844613,0.293094353736947,15.9098024109118
"PE",26,"Pernambuco",2001,58.5021331114041,8.1521478663,1.6397355065,0.6162857162,8212595,2487115,4.983237977,0.6162857162,2487115,4.983237977,0.302841550082526,15.9211795094402
"PE",26,"Pernambuco",2002,54.8070793281317,8.3951820991,4.1113568104,0.6091888794,8304375,2324817,5.1327927876,0.6091888794,2324817,5.1327927876,0.279950869270716,15.9322930423277
"PE",26,"Pernambuco",2003,55.2817334548071,8.2517313605,-0.6313143212,0.5895463672,8395002,2665465,5.2262645048,0.5895463672,2665465,5.2262645048,0.31750617808072,15.9431470867308
"PE",26,"Pernambuco",2004,50.6502789406575,8.4981294841,4.1021508352,0.6067531098,8484308,2474851,5.3963151585,0.6067531098,2474851,5.3963151585,0.291697448984643,15.9537288976381
"PE",26,"Pernambuco",2005,51.1909228878321,8.7603538955,4.1963194071,0.5859963164,8572129,2095540,5.5437926147,0.5859963164,2095540,5.5437926147,0.244459690235646,15.9640266844591
"PE",26,"Pernambuco",2006,52.6662308785016,9.1104600234,5.0966947774,0.5817878885,8658333,1820167,5.6791782444,0.5817878885,1820167,5.6791782444,0.210221413290526,15.9740327677829
"PE",26,"Pernambuco",2007,53.0796189628264,9.6243442383,5.4271924623,0.5595921905,8742825,1670833,5.7471760188,0.5595921905,1670833,5.7471760188,0.191109052280012,15.9837439219499
"PE",26,"Pernambuco",2008,50.731641637442,9.8413817019,5.2529289286,0.5650127483,8825549,1537481,5.9875687613,0.5650127483,1537481,5.9875687613,0.174207972784469,15.9931613684804
"PE",26,"Pernambuco",2009,44.6181397765619,10.031480843,2.8193087749,0.5534916852,8906488,1468622,6.1805539831,0.5534916852,1468622,6.1805539831,0.164893502354688,16.0022905578832
"PI",22,"Piauí",1990,4.451302163463,4.1372953957,0.4945760518,0.6664805378,2582455,1488412,2.5581475729,0.6664805378,1488412,2.5581475729,0.576355444722173,14.7642510548483
"PI",22,"Piauí",1991,4.29876493771681,4.2647265664,4.555909944,NA,2625168,NA,NA,0.64089965675,1395121,2.89461091305,0.531440654464781,14.7806554519599
"PI",22,"Piauí",1992,3.65575980349766,4.1432704828,-2.4017604589,0.6153187757,2652030,1301830,3.2310742532,0.6153187757,1301830,3.2310742532,0.490880570732609,14.7908359424411
"PI",22,"Piauí",1993,4.55325083293643,4.3242051903,5.3938427715,0.6175078152,2678740,1205849,3.167901011,0.6175078152,1205849,3.167901011,0.450155296893316,14.8008570926785
"PI",22,"Piauí",1994,3.82670026236826,4.610147789,7.6408655187,NA,2705522,NA,NA,0.60266058175,1101324,3.25126885995,0.407065253950994,14.8108054276157
"PI",22,"Piauí",1995,4.44039630353243,4.6574884466,1.9827757037,0.5878133483,2732290,996799,3.3346367089,0.5878133483,996799,3.3346367089,0.364821816132255,14.8206506433805
"PI",22,"Piauí",1996,4.6762448631346,4.7695229067,3.3608865098,0.5901487269,2759104,1060591,3.4620333585,0.5901487269,1060591,3.4620333585,0.384396891164668,14.830416547306
"PI",22,"Piauí",1997,5.67517943582249,4.784007189,1.2278469558,0.6214696791,2786010,1110550,3.5733904245,0.6214696791,1110550,3.5733904245,0.39861665966741,14.8401210226909
"PI",22,"Piauí",1998,5.19350789413362,4.7488369456,0.1597251223,0.5944882477,2813087,1026368,3.4774991221,0.5944882477,1026368,3.4774991221,0.364854695215612,14.8497930148288
"PI",22,"Piauí",1999,4.79123737545791,4.7650453284,1.5937577081,0.5993991386,2840484,1029302,3.6582632809,0.5993991386,1029302,3.6582632809,0.362368525927272,14.8594850181523
"PI",22,"Piauí",2000,8.22993741731525,4.868466388,3.2068563964,NA,2877451,NA,NA,0.59859762765,995985.5,3.8002807563,0.346134651815096,14.8724153907625
"PI",22,"Piauí",2001,9.71116083875675,4.919779211,2.0750978474,0.5977961167,2912304,962669,3.9422982317,0.5977961167,962669,3.9422982317,0.3305523736533,14.8844550784543
"PI",22,"Piauí",2002,10.8688488785056,4.9555523731,1.7454978587,0.6183949767,2945649,994630,4.040509094,0.6183949767,994630,4.040509094,0.337660732830015,14.8958397243036
"PI",22,"Piauí",2003,10.8082409416744,5.1705428875,5.392958118,0.6022871344,2977378,1077811,4.1046356798,0.6022871344,1077811,4.1046356798,0.362000055082022,14.9065536054007
"PI",22,"Piauí",2004,11.7661699218168,5.4415022338,6.293034379,0.5907861291,3007333,858127,4.3678271778,0.5907861291,858127,4.3678271778,0.285344855391804,14.9165641974422
"PI",22,"Piauí",2005,12.848250840458,5.6317374104,4.5258690105,0.5905016665,3035330,887912,4.4572889101,0.5905016665,887912,4.4572889101,0.292525689134295,14.9258307080311
"PI",22,"Piauí",2006,14.4050800817056,5.9146128754,6.0499231497,0.5986430502,3061253,749496,4.7096293668,0.5986430502,749496,4.7096293668,0.244833079787917,14.9343348672399
"PI",22,"Piauí",2007,13.2556841908325,6.0430463001,2.0417383951,0.593205699,3085026,637121,4.9852450743,0.593205699,637121,4.9852450743,0.206520463684909,14.9420706431629
"PI",22,"Piauí",2008,12.4159198400034,6.390451718,8.7918256119,0.5738074377,3106597,557210,5.1165064434,0.5738074377,557210,5.1165064434,0.179363464266527,14.9490384728495
"PI",22,"Piauí",2009,12.3790575623053,6.7305033957,6.1864580491,0.5548490175,3125918,464265,5.1740113477,0.5548490175,464265,5.1740113477,0.148521170420977,14.9552385580136
"RJ",33,"Rio de Janeiro",1990,56.0485023753084,21.6285195267,-4.1676180195,0.5827627238,12874428,1432256,6.2409280063,0.5827627238,1432256,6.2409280063,0.111248126907075,16.3707535763427
"RJ",33,"Rio de Janeiro",1991,39.3435014826364,21.5526032864,0.6346339337,NA,13014825,NA,NA,0.56623039485,1264775,6.30965775545,0.0971795625373372,16.3815996502966
"RJ",33,"Rio de Janeiro",1992,34.9637870085827,20.8561775158,-1.732214766,0.5496980659,13180910,1097294,6.3783875046,0.5496980659,1097294,6.3783875046,0.0832487286537879,16.3942801286613
"RJ",33,"Rio de Janeiro",1993,41.0401072523019,20.8909878514,1.3570104868,0.5818973171,13346057,1537318,6.493110479,0.5818973171,1537318,6.493110479,0.115188928085651,16.4067315433792
"RJ",33,"Rio de Janeiro",1994,48.6561451861696,21.1427868949,2.3815772756,NA,13511655,NA,NA,0.5773038922,1237046,6.5919272136,0.0915539954209903,16.4190632042841
"RJ",33,"Rio de Janeiro",1995,61.5427796398418,21.4351970218,2.5367896176,0.5727104673,13677160,936774,6.6907439482,0.5727104673,936774,6.6907439482,0.0684918506473566,16.4312378462671
"RJ",33,"Rio de Janeiro",1996,60.0389010904561,21.4074346588,0.9890398828,0.5776487793,13842949,974421,6.9482151507,0.5776487793,974421,6.9482151507,0.0703911428121277,16.4432865634906
"RJ",33,"Rio de Janeiro",1997,58.7651556708404,21.3754773927,0.9530783042,0.5726994261,14009311,839160,6.8249271882,0.5726994261,839160,6.8249271882,0.0599001621136114,16.4552327379461
"RJ",33,"Rio de Janeiro",1998,55.3231602746923,21.2983098468,0.7820068474,0.5737477129,14176729,811959,6.9553404528,0.5737477129,811959,6.9553404528,0.0572740721784271,16.4671123754483
"RJ",33,"Rio de Janeiro",1999,52.5009545628129,21.0762030516,0.4418916083,0.5555493029,14346124,843830,6.9631306216,0.5555493029,843830,6.9631306216,0.0588193716992827,16.4789903591555
"RJ",33,"Rio de Janeiro",2000,50.982254395388,21.359047022,2.5746961428,NA,14802363,NA,NA,0.5636567801,988505,7.0947016726,0.0667802161046854,16.5102973881519
"RJ",33,"Rio de Janeiro",2001,50.4994964818317,21.2882472039,0.8737446919,0.5717642573,14954176,1133180,7.2262727236,0.5717642573,1133180,7.2262727236,0.075776826486461,16.520501149899
"RJ",33,"Rio de Janeiro",2002,56.5113373450971,21.8385376023,3.8236423075,0.5494034287,15100157,861546,7.3368634173,0.5494034287,861546,7.3368634173,0.0570554332647005,16.5302156990821
"RJ",33,"Rio de Janeiro",2003,52.6912032036361,21.3391003687,-1.1097255426,0.5604786505,15240284,1109863,7.4503208519,0.5604786505,1109863,7.4503208519,0.0728242990747417,16.5394527432197
"RJ",33,"Rio de Janeiro",2004,49.1641332382095,21.7669838208,3.2189410144,0.5500403483,15374696,970886,7.6091654272,0.5500403483,970886,7.6091654272,0.0631483055014551,16.5482335991037
"RJ",33,"Rio de Janeiro",2005,46.1405791247249,22.1474374331,2.9501632496,0.5566470418,15503631,908743,7.7048251511,0.5566470418,908743,7.7048251511,0.0586148496439318,16.5565848125199
"RJ",33,"Rio de Janeiro",2006,45.7661492431381,22.7632060793,3.9716684382,0.5550337734,15627358,663714,7.9791636619,0.5550337734,663714,7.9791636619,0.0424712865732007,16.5645336542007
"RJ",33,"Rio de Janeiro",2007,40.1117359327452,23.8005839012,3.6080815631,0.5487458586,15746038,737593,8.1028911159,0.5487458586,737593,8.1028911159,0.0468430852256295,16.572099336035
"RJ",33,"Rio de Janeiro",2008,33.9899001799549,24.081944635,4.1474096955,0.539663588,15859866,595158,8.2399095738,0.539663588,595158,8.2399095738,0.0375260421494103,16.5793023252072
"RJ",33,"Rio de Janeiro",2009,26.2204796311402,24.3420441863,1.959292763,0.5423897079,15969092,553630,8.2978418092,0.5423897079,553630,8.2978418092,0.034668846544312,16.5861656619687
"RN",24,"Rio Grande do Norte",1990,8.58455490562664,4.3688482384,-13.527150882,0.6094330732,2406035,910432,3.736743645,0.6094330732,910432,3.736743645,0.378395160502653,14.6934907223769
"RN",24,"Rio Grande do Norte",1991,9.14899069246293,5.1552589613,20.1066265888,NA,2453259,NA,NA,0.6069385218,905517.5,3.8264084757,0.369107990636129,14.7129279026649
"RN",24,"Rio Grande do Norte",1992,8.10975529837755,6.1254297193,20.1066265888,0.6044439704,2491709,900603,3.9160733064,0.6044439704,900603,3.9160733064,0.36143987921543,14.7284793783951
"RN",24,"Rio Grande do Norte",1993,9.74666266679703,6.836633882,13.2062950322,0.5778129501,2529943,911374,3.95234535,0.5778129501,911374,3.95234535,0.360234993436611,14.7437073308056
"RN",24,"Rio Grande do Norte",1994,8.21700763317522,7.2127596161,6.9735782957,NA,2568281,NA,NA,0.5873502572,765097.5,4.07509287365,0.297902565957541,14.7587473614817
"RN",24,"Rio Grande do Norte",1995,9.6425480336423,7.612000659,6.9735782957,0.5968875643,2606598,618821,4.1978403973,0.5968875643,618821,4.1978403973,0.237405614521303,14.7735564807954
"RN",24,"Rio Grande do Norte",1996,9.26266092408352,7.7156713745,2.7185558662,0.607599905,2644980,693320,4.404568134,0.607599905,693320,4.404568134,0.262126745759892,14.7881740618093
"RN",24,"Rio Grande do Norte",1997,9.09684516784378,7.9619670396,4.5505668366,0.5970131363,2683495,640249,4.474030062,0.5970131363,640249,4.474030062,0.23858773726055,14.802630607359
"RN",24,"Rio Grande do Norte",1998,8.49699899711621,7.930359166,0.9540637846,0.5984497468,2722255,596610,4.5990315572,0.5984497468,596610,4.5990315572,0.219160218274923,14.8169711389226
"RN",24,"Rio Grande do Norte",1999,8.51395988040719,7.9954244184,2.615284907,0.5969552035,2761472,704243,4.7872297208,0.5969552035,704243,4.7872297208,0.255024494182813,14.831274428855
"RN",24,"Rio Grande do Norte",2000,9.03924038689343,8.247387067,4.6359671983,NA,2837885,NA,NA,0.58907701575,716267.5,4.8996508823,0.252394829247838,14.8585696143871
"RN",24,"Rio Grande do Norte",2001,11.2247678053926,8.2880788267,1.9281087655,0.581198828,2884661,728292,5.0120720438,0.581198828,728292,5.0120720438,0.252470567598758,14.8749179466874
"RN",24,"Rio Grande do Norte",2002,10.5510375771105,8.5749185434,4.9326833487,0.5837885012,2930535,697438,5.2030207357,0.5837885012,697438,5.2030207357,0.237989991588567,14.8906955581817
"RN",24,"Rio Grande do Norte",2003,14.1616232474977,8.5778278289,1.4507811629,0.5624122192,2975550,730640,5.1635557908,0.5624122192,730640,5.1635557908,0.245547881904186,14.9059394538244
"RN",24,"Rio Grande do Norte",2004,11.6991591999082,8.752711752,3.4632269954,0.5702959425,3019694,692072,5.2055218015,0.5702959425,692072,5.2055218015,0.229186136078689,14.9206660597141
"RN",24,"Rio Grande do Norte",2005,13.5862326176091,8.9777867814,3.9905396779,0.5980759462,3062933,600515,5.5335153016,0.5980759462,600515,5.5335153016,0.196058810297189,14.9348835115959
"RN",24,"Rio Grande do Norte",2006,14.7844428236353,9.2851143928,4.8239360753,0.5607005394,3105227,465472,5.4858299324,0.5607005394,465472,5.4858299324,0.1498995081519,14.948597378568
"RN",24,"Rio Grande do Norte",2007,19.2600384033588,9.6213737578,2.5994905117,0.5609871641,3146552,474672,5.7807953028,0.5609871641,474672,5.7807953028,0.150854649788085,14.9618178081116
"RN",24,"Rio Grande do Norte",2008,23.1777313507653,9.7589397446,4.5493247503,0.5508551717,3186891,404287,5.9671380269,0.5508551717,404287,5.9671380269,0.126859374857816,14.9745563913712
"RN",24,"Rio Grande do Norte",2009,25.1462402068255,9.8095073345,1.5249312486,0.559123957,3226259,333122,6.1028536131,0.559123957,333122,6.1028536131,0.10325333458969,14.9868338196275
"RS",43,"Rio Grande do Sul",1990,18.6350854903956,14.4414257507,5.1707574514,0.5687459021,9159235,1079562,5.3218082044,0.5687459021,1079562,5.3218082044,0.117865957145984,16.0302732178789
"RS",43,"Rio Grande do Sul",1991,18.4381315880806,15.5644085907,9.1198521309,NA,9288227,NA,NA,0.5520746569,954035.5,5.4675733719,0.10271449007437,16.044258242199
"RS",43,"Rio Grande do Sul",1992,16.9030200062365,16.8112555044,9.1198521309,0.5354034117,9397527,828509,5.6133385394,0.5354034117,828509,5.6133385394,0.0881624495465669,16.0559571275209
"RS",43,"Rio Grande do Sul",1993,12.4645805284487,17.1413962906,3.1014898346,0.5564255499,9506211,894246,5.7077120713,0.5564255499,894246,5.7077120713,0.094069656143757,16.0674559324172
"RS",43,"Rio Grande do Sul",1994,14.0463444942474,17.6683826562,4.2002194654,NA,9615190,NA,NA,0.5600859273,848547,5.7651276412,0.0882506741936457,16.0788546976002
"RS",43,"Rio Grande do Sul",1995,14.9289709836176,18.215543091,4.2002194654,0.5637463047,9724109,802848,5.8225432111,0.5637463047,802848,5.8225432111,0.0825626286171823,16.0901188237342
"RS",43,"Rio Grande do Sul",1996,15.2158533831097,17.9901487919,-0.1964147959,0.5617991929,9833214,948759,6.05096572,0.5617991929,948759,6.05096572,0.0964851370060694,16.1012763969751
"RS",43,"Rio Grande do Sul",1997,16.7279324203898,18.853986824,5.8912671664,0.5526021109,9942696,846588,6.0345304866,0.5526021109,846588,6.0345304866,0.0851467247917466,16.1123487692214
"RS",43,"Rio Grande do Sul",1998,15.3439393669117,18.5081502285,-0.8556982561,0.5608895462,10052874,788498,6.1956848336,0.5608895462,788498,6.1956848336,0.0784350823456058,16.1233691217369
"RS",43,"Rio Grande do Sul",1999,15.2731650189689,18.5082220098,1.4027286473,0.5641453289,10164353,943900,6.3414515905,0.5641453289,943900,6.3414515905,0.0928637563059843,16.1343973532402
"RS",43,"Rio Grande do Sul",2000,16.3136332306589,19.0884690727,4.3087215203,NA,10266739,NA,NA,0.55913660235,896252.5,6.35124636555,0.0872967063835946,16.1444200047054
"RS",43,"Rio Grande do Sul",2001,17.9288927307935,19.2560846107,2.0202148088,0.5541278758,10365992,848605,6.3610411406,0.5541278758,848605,6.3610411406,0.0818643309776816,16.1540410059777
"RS",43,"Rio Grande do Sul",2002,18.2975670674523,19.365692339,1.7070584118,0.5479351842,10459249,850371,6.4989580692,0.5479351842,850371,6.4989580692,0.0813032560941995,16.1629972167004
"RS",43,"Rio Grande do Sul",2003,18.0762855402405,19.4651793461,1.6492549217,0.5393903748,10546778,868413,6.6706179048,0.5393903748,868413,6.6706179048,0.0823391750542204,16.1713309683978
"RS",43,"Rio Grande do Sul",2004,18.4957377830154,19.8926134442,3.3370231903,0.5280204415,10628806,755303,6.8239491234,0.5280204415,755303,6.8239491234,0.0710618859728929,16.1790784203969
"RS",43,"Rio Grande do Sul",2005,18.5799873527061,19.1155401831,-2.8400173544,0.5200402808,10705605,710606,6.9127120959,0.5200402808,710606,6.9127120959,0.066377005316374,16.1862779940559
"RS",43,"Rio Grande do Sul",2006,17.9144513799603,19.7935849761,4.6749914368,0.5147249763,10777424,585828,7.0757264279,0.5147249763,585828,7.0757264279,0.0543569595109184,16.1929641338504
"RS",43,"Rio Grande do Sul",2007,19.6203772870369,21.8443240759,6.5320343313,0.5055757826,10844476,575432,7.105079155,0.5055757826,575432,7.105079155,0.0530622226468112,16.1991663838789
"RS",43,"Rio Grande do Sul",2008,21.8051896535589,21.8798077714,2.7399180412,0.5041771792,10906958,396196,7.34313829,0.5041771792,396196,7.34313829,0.0363250688230394,16.2049114921654
"RS",43,"Rio Grande do Sul",2009,20.4140684083903,21.6831499758,-0.3609838994,0.4999028875,10965071,376825,7.4677036854,0.4999028875,376825,7.4677036854,0.0343659425461085,16.2102254149614
"RO",11,"Rondônia",1990,51.326351453697,7.7462374935,-0.7972908265,0.5304667756,1090093,78813,5.1165786365,0.5304667756,78813,5.1165786365,0.072299335928219,13.9017735716666
"RO",11,"Rondônia",1991,43.3480593135676,7.6804554422,3.7863655137,NA,1148662,NA,NA,0.5384498935,99209.5,5.2558356395,0.086369619609598,13.9541083447123
"RO",11,"Rondônia",1992,34.593294115999,8.2052611449,7.3324802867,0.5464330114,1175547,119606,5.3950926425,0.5464330114,119606,5.3950926425,0.101744974892539,13.9772441291489
"RO",11,"Rondônia",1993,39.3813028204813,8.3330205001,2.0295595457,0.5415773091,1202280,101426,5.2919352987,0.5415773091,101426,5.2919352987,0.084361380044582,13.9997303120413
"RO",11,"Rondônia",1994,30.7465685048212,8.8869027849,8.7841502611,NA,1229086,NA,NA,0.5643831193,97468,5.46226559955,0.0793012043095438,14.0217813616899
"RO",11,"Rondônia",1995,24.4119847167571,9.0087508843,3.3439589166,0.5871889295,1255878,93510,5.6325959004,0.5871889295,93510,5.6325959004,0.0744578693153316,14.0433454875345
"RO",11,"Rondônia",1996,24.4040133213303,9.1489419282,3.485898152,0.5364997598,1282715,87579,5.7330301582,0.5364997598,87579,5.7330301582,0.0682762733732747,14.0644894833024
"RO",11,"Rondônia",1997,28.1950844976378,9.0625843538,0.8972223433,0.5541227024,1309645,90806,5.6080610839,0.5541227024,90806,5.6080610839,0.0693363468726258,14.0852666660859
"RO",11,"Rondônia",1998,38.3174487004609,8.7364094597,-1.8602628263,0.5499687674,1336745,66297,6.1832582854,0.5499687674,66297,6.1832582854,0.049595846627442,14.1057481123888
"RO",11,"Rondônia",1999,33.4661698662446,8.9964365799,5.5229284559,0.5587102879,1364166,103249,6.2475731355,0.5587102879,103249,6.2475731355,0.0756865366824859,14.1260538108604
"RO",11,"Rondônia",2000,33.7733287819191,9.1267237274,3.4628039594,NA,1401535,NA,NA,0.55316253515,119883,5.91568157985,0.085536929152679,14.1530786225181
"RO",11,"Rondônia",2001,40.131318196607,9.3427111172,4.3721820432,0.5476147824,1431048,136517,5.5837900242,0.5476147824,136517,5.5837900242,0.0953965205919019,14.173917600953
"RO",11,"Rondônia",2002,42.3250564334147,9.9056291414,8.0842997877,0.544495949,1459811,133602,5.8291810844,0.544495949,133602,5.8291810844,0.0915200666387635,14.1938175332501
"RO",11,"Rondônia",2003,38.3951249867785,10.2656929045,5.628625248,0.5066774893,1487850,113149,5.9891654435,0.5066774893,113149,5.9891654435,0.076048660819303,14.2128426828422
"RO",11,"Rondônia",2004,37.9745124802371,10.6373497973,9.466273778,0.5160219488,1515151,126285,5.6010500981,0.5160219488,126285,5.6010500981,0.0833481283383636,14.2310256619259
"RO",11,"Rondônia",2005,35.9706604526142,11.3122767566,4.4733244605,0.5678239822,1541715,192033,5.4987713514,0.5678239822,192033,5.4987713514,0.124558040883043,14.2484059911205
"RO",11,"Rondônia",2006,37.6982679278027,11.5068965067,3.5646746621,0.5445360008,1567546,157466,5.6598031908,0.5445360008,157466,5.6598031908,0.100453830382011,14.2650218971511
"RO",11,"Rondônia",2007,27.3580259957762,13.0049400862,5.1585800404,0.5070219182,1592640,155293,6.0549319707,0.5070219182,155293,6.0549319707,0.0975066556158328,14.2809035746523
"RO",11,"Rondônia",2008,32.1378499510623,13.0585329395,3.1617996524,0.5005048246,1616992,129478,6.0278456631,0.5005048246,129478,6.0278456631,0.0800733708020819,14.2960781911135
"RO",11,"Rondônia",2009,35.5739136159078,13.9167830783,7.3117118681,0.5093811771,1640607,114198,6.5198395996,0.5093811771,114198,6.5198395996,0.0696071636900245,14.3105768532734
"RR",14,"Roraima",1990,61.2814189835138,11.2896169247,4.3140779006,0.539577745,207950,786,6.7368714959,0.539577745,786,6.7368714959,0.00377975474873768,12.2450529451711
"RR",14,"Roraima",1991,35.8483888906493,11.4515703254,6.7503109589,NA,219349,NA,NA,0.5365653033,6445.5,6.10238368545,0.0293846792098437,12.2984193476599
"RR",14,"Roraima",1992,42.1640000179582,11.3659642378,3.452414057,0.5335528616,231276,12105,5.467895875,0.5335528616,12105,5.467895875,0.0523400612255487,12.3513670814871
"RR",14,"Roraima",1993,29.8641182619009,11.3198459586,3.9820331809,0.5327522266,243135,19115,6.5054197965,0.5327522266,19115,6.5054197965,0.078618874287947,12.4013721236144
"RR",14,"Roraima",1994,30.9779500539774,11.250586255,3.5393739375,NA,255027,NA,NA,0.47915945945,11844,5.999393415,0.0464421414203202,12.4491247008884
"RR",14,"Roraima",1995,33.5629343158427,11.3332155912,4.7350695616,0.4255666923,266912,4573,5.4933670335,0.4255666923,4573,5.4933670335,0.0171329876513607,12.4946742950413
"RR",14,"Roraima",1996,43.296874936769,11.3067939213,3.5602807434,0.4508244809,278817,14584,6.1043519758,0.4508244809,14584,6.1043519758,0.052306710136039,12.5383109316193
"RR",14,"Roraima",1997,35.3637356678325,11.181721364,2.5041707052,0.4431034446,290764,11328,6.1920452081,0.4431034446,11328,6.1920452081,0.0389594310162193,12.5802672205544
"RR",14,"Roraima",1998,50.6327171740472,10.6567696876,-1.5411310523,0.5091316116,302786,28821,6.3382528657,0.5091316116,28821,6.3382528657,0.0951860389846294,12.6207815643378
"RR",14,"Roraima",1999,57.6964865087384,10.7350733761,5.4461623946,0.5121833339,314951,22718,7.9053493281,0.5121833339,22718,7.9053493281,0.0721318554314798,12.6601723501522
"RR",14,"Roraima",2000,39.45782482574,10.7648239374,3.963650506,NA,336829,NA,NA,0.52484803,33121.5,6.6006881309,0.0983332789041324,12.7273306621566
